u'donald' 0.208829761222
u'clinton' 0.0881965024686
u'election2016', 0.0571181397053
u'twitter', 0.0323339881662
u'www', 0.0121692351153
u'bit', 0.00622426219084
u'donald', 0.00595149804144
u'statu', 0.00583137257161
u'goo', 0.0057440681893
u'usa', 0.00568822646639
u'vote', 0.00568222838167
u'clinton', 0.00557068534656
u'news', 0.0047829907419
u'support', 0.00383191827853
u'cnn', 0.00355788972668
u'poll', 0.00339047257807
u'watch', 0.00311067573093
u'instagram', 0.00271842663344
u'obama', 0.00265608376686
u'like', 0.00251510630947
