Word,Score1,Score2,Final_Score
nb'america,0.002447137,244.7136897,245
#xijinp,0.00241821,241.820979,242
save,0.002411337,241.1336886,242
#cleanair,0.002402248,240.2248154,241
whitehous,0.002389906,238.9905503,239
bbc,0.002388016,238.8015927,239
eve,0.002366904,236.6903555,237
#hillari,0.002363704,236.3704187,237
lbmrba,0.002359119,235.9119046,236
nov,0.002345216,234.5215863,235
#hackinghillaryhttp,0.002344076,234.4076051,235
#georgeclooney,0.002343526,234.3525712,235
social,0.002340233,234.0232582,235
huffingtonpost,0.002333671,233.3671223,234
chqoujw,0.002330789,233.0788824,234
talk,0.002327877,232.7876597,233
dump,0.002320022,232.0022095,233
#floridap,0.002318043,231.8043336,232
#yellowston,0.002317284,231.7284131,232
stori,0.002266757,226.675725,227
grappl,0.002266012,226.6011919,227
radiocanadainfo,0.002252731,225.2730884,226
ian,0.002251115,225.1114505,226
#ohio,0.002250439,225.04389,226
corrupt,0.002244586,224.4586387,225
#goppic,0.002228975,222.8974939,223
#pari,0.002228685,222.8685071,223
know,0.002216786,221.6785539,222
must,0.002203264,220.3263712,221
youtu,0.002200206,220.0206388,221
island,0.002192702,219.2701624,220
billingsgazett,0.002187259,218.7259472,219
everi,0.002171603,217.1602743,218
thank,0.002162373,216.2372864,217
believ,0.002161775,216.1774748,217
side,0.002161379,216.1379311,217
eozo,0.002160745,216.0745091,217
regul,0.00209829,209.8289739,210
#cnnpic,0.002088174,208.8173902,209
utm_sourc,0.002079541,207.9540707,208
#arizona,0.002066178,206.6178373,207
zzvfovthp,0.002057656,205.7656243,206
deni,0.002044035,204.403507,205
planet,0.002040055,204.0054743,205
choic,0.002015254,201.5254026,202
news,0.002006587,200.6586592,201
pa,0.001992308,199.2308445,200
myth,0.00198237,198.2369875,199
email,0.001974638,197.4637667,198
support,0.001959169,195.9169286,196
tackl,0.00195247,195.2470386,196
pic,0.001936728,193.6727664,194
proud,0.001933528,193.3527658,194
bring,0.00192404,192.4040476,193
thecollegefix,0.001915441,191.5440663,192
obvious,0.001912456,191.2456419,192
nb'glacier,0.001911,191.0999509,192
#stienbaraka,0.001904087,190.4086539,191
step,0.001897035,189.7034961,190
think,0.001888931,188.8930628,189
melt,0.001838269,183.8268636,184
vote,0.00183109,183.1090347,184
#motherearthp,0.001824464,182.446419,183
earthquak,0.001797665,179.7664797,180
urgenc,0.001796886,179.6886006,180
#itsinourhand,0.001791026,179.102566,180
voter,0.001770802,177.080193,178
articl,0.001770528,177.0528018,178
term,0.001738463,173.846278,174
bem,0.00173228,173.2279947,174
xne,0.001723185,172.3184974,173
#nohil,0.001709509,170.9508981,171
world-asia-china,0.001697641,169.7641186,170
#wisdom,0.00169679,169.6789518,170
parler,0.001673074,167.3073534,168
ban,0.00166902,166.9020408,167
folk,0.001663935,166.3935103,167
make,0.001656623,165.6623416,166
#hrc,0.001649005,164.9005476,165
nrespons,0.001648623,164.8623014,165
nb'pl,0.001646338,164.6337617,165
free,0.001645911,164.5910688,165
time,0.00164587,164.5869755,165
solar,0.00164423,164.422984,165
meetthepress,0.001596338,159.6337797,160
post,0.001584861,158.486059,159
fast,0.001542657,154.265727,155
china,0.001533591,153.3590614,154
#wendyhaggren,0.001529693,152.9693367,153
vnyi,0.001525708,152.5707704,153
got,0.001504732,150.4731993,151
#fossilfuel,0.001503216,150.3216432,151
gbss,0.001488461,148.8460566,149
#golddiggerhttp,0.001483557,148.3556822,149
nb'don,0.001461942,146.1942437,147
#globalist,0.001459322,145.932207,146
salvation---but,0.001425562,142.5562197,143
henc,0.001423735,142.3734627,143
#humanistreport,0.001416851,141.6851315,142
one,0.001415481,141.5481016,142
discount,0.001400076,140.0075579,141
peopl,0.001385309,138.5308973,139
#co2,0.001382201,138.2200741,139
nytim,0.001357652,135.7651784,136
dr-james-hansen,0.001355324,135.5324023,136
thx,0.001352024,135.202418,136
food,0.001347836,134.7836252,135
duue,0.001325964,132.5963709,133
settl,0.001317162,131.7161882,132
today,0.001296568,129.6567712,130
lot,0.001274366,127.4366232,128
#solar,0.00127397,127.3969938,128
#amalclooney,0.001265471,126.5470709,127
#energi,0.001254892,125.4891627,126
billion,0.001247101,124.7100622,125
lrnr,0.00122815,122.8149585,123
ced,0.001220106,122.0105833,123
list,0.001216829,121.6829488,122
state-and-region,0.001197494,119.7493874,120
worri,0.001195949,119.5949438,120
darkpolitrick,0.001193281,119.3281222,120
park,0.00119082,119.0820128,120
ieuc,0.001181197,118.1196581,119
#panel,0.001179462,117.9461589,118
#trumppic,0.001176873,117.6872663,118
frack,0.001170824,117.0824024,118
populist,0.001158792,115.8791951,116
pact,0.001157398,115.7398211,116
plut,0.001153647,115.3646628,116
cann,0.001153196,115.3195985,116
non,0.001138279,113.82789,114
que,0.001137187,113.7186527,114
pre,0.001127947,112.7947,113
bear,0.001112158,111.2157536,112
#rebeccalaroch,0.001097765,109.776515,110
#phonebank,0.001084395,108.4395004,109
wrekingballdud,0.001071232,107.1231851,108
video,0.00105882,105.8819575,106
#gogreen,0.001044079,104.4079218,105
year,0.000991942,99.19415468,100
agreement,0.000934391,93.43908461,94
extinct,0.000908926,90.89262447,91
greenpeac,0.000892892,89.28915173,90
word,0.000890019,89.00188588,90
happen,0.000857336,85.73362008,86
fuck,0.000856066,85.60659006,86
oklahoma,0.000844115,84.41149928,85
#newyorktim,0.000829477,82.94773324,83
greenpartyu,0.000827787,82.77869507,83
#jillstein,0.000820975,82.09751562,83
brink,0.000795977,79.59766005,80
#bigoil,0.000781161,78.11612426,79
ttm,0.000779263,77.92626008,78
power,0.000756925,75.69249344,76
panel,0.000744908,74.49076902,75
#greenparti,0.000729408,72.94082513,73
nb'keep,0.000720814,72.08137916,73
#join,0.000683455,68.34553251,69
american,0.000676372,67.63715417,68
#trump,0.000673796,67.37959244,68
#hillaryclinton,0.000610477,61.04765953,62
presid,0.000598801,59.88010149,60
say,0.000595744,59.57438342,60
nb'must,0.000595167,59.51666232,60
conservtvforum,0.000592527,59.25271237,60
ad,0.000589502,58.95021986,59
hkipl-ksu,0.000588816,58.88163512,59
collegedem,0.00058137,58.13695008,59
sagfooa,0.000534132,53.41319654,54
enough,0.000516279,51.62785689,52
#cnn,0.000503685,50.3684571,51
usa,0.000481602,48.16024101,49
johnpodesta,0.000473515,47.35153055,48
#iowa,0.000470443,47.04426542,48
#new,0.000454303,45.43030443,46
behind,0.000427561,42.75614005,43
nb'thank,0.000419991,41.99913831,42
#democrat,0.000408325,40.83246144,41
kvudnldua,0.000386874,38.68742983,39
pleas,0.000375766,37.57658146,38
nhalf,0.000352788,35.2787895,36
org,0.000350486,35.04857785,36
i-am-an-energy-voter_b,0.000346094,34.60935186,35
nto,0.000335431,33.5431001,34
hoax,0.000325502,32.55020641,33
still,0.00031884,31.88401964,32
#unknown,0.000309926,30.99261684,31
modifion,0.000306213,30.62125842,31
kqm,0.00030176,30.1759995,31
#nevertrump,0.000285394,28.5393867,29
#pb,0.000284225,28.42253754,29
#fracknohttp,0.000271791,27.1790572,28
exclusive-persian-gulf-sheikhs-gave-bill-hillari,0.000243078,24.30784395,25
#obamacar,0.000232841,23.28406813,24
yellowstone-grapples-with-unknowns-of-climate-chang,0.000211104,21.11037117,22
guvfnn,0.000201461,20.14607669,21
ppl,0.000199494,19.94941006,20
fruitetrang,0.000192605,19.26054785,20
smarter,0.000191771,19.17714549,20
#voteblu,0.000160484,16.04835264,17
knew,0.000149026,14.9025953,15
wuz,0.00011077,11.07696578,12
actual,5.56E-05,5.563238311,6
supportr,4.71E-05,4.710193204,5
#ifmenhadperiod,4.00E-05,3.995701238,4
