u'donald' 0.0851734867498
u'clinton' 0.0732158670582
u'twitter', 0.0513228460368
u'clinton', 0.0270338779003
u'pic', 0.0205069422509
u'election2016', 0.0182060978709
u'vote', 0.015625786745
u'elect', 0.0105306651616
u'news', 0.00936690404415
u'polit', 0.00790662508529
u'statu', 0.00693137394353
u'youtub', 0.00681072658805
u'bit', 0.00674739187272
u'maga', 0.00606029319718
u'debat', 0.00540750938232
u'obama', 0.00507660574094
u'say', 0.00494530186838
u'goo', 0.00494258289934
u'donald', 0.00454304148242
u'iwillvot', 0.00433559738552
