u'donald' 0.119604130853
u'election2016', 0.0870892818119
u'www', 0.0229819337857
u'pic', 0.0198541089677
u'clinton', 0.0167243706965
u'twitter', 0.0160251240561
u'vote', 0.0139308461236
u'elect', 0.0130341994385
u'statu', 0.0126804026732
u'imwithh', 0.007046206416
u'say', 0.00528907670613
u'youtub', 0.00480632499749
u'polit', 0.00477947288366
u'defeat', 0.00387100779786
u'goo', 0.00379319564454
u'obama', 0.00356288316663
u'america', 0.00344733264723
u'support', 0.00325976316334
u'presid', 0.00317186221544
u'video', 0.00290014784611
