u'donald' 0.0784710247408
u'clinton' 0.0685476196409
u'twitter', 0.054972152037
u'election2016', 0.0201311775556
u'statu', 0.0184468609583
u'www', 0.0154215451984
u'pic', 0.0137096548362
u'youtu', 0.00867285267228
u'maga', 0.00832725614011
u'vote', 0.00731657953676
u'bit', 0.0071194672191
u'goo', 0.00583239201379
u'say', 0.00515613519599
u'obama', 0.00496947055837
u'imwithh', 0.004828328826
u'donald', 0.00435770745578
u'america', 0.00425019419162
u'polit', 0.00404229494859
u'poll', 0.00382481764165
u'news', 0.00370393038633
