Word,Score1,Score2,Final_Score
chang,0.002931225,2931.225468,2932
instal,0.002815156,2815.155527,2816
earthquak,0.002620874,2620.873696,2621
kill,0.002514317,2514.316976,2515
#bigoil,0.002499455,2499.455075,2500
#algor,0.002437957,2437.957048,2438
#u,0.002391001,2391.000531,2392
time,0.002372044,2372.043722,2373
happen,0.002361132,2361.131985,2362
warnin,0.002360021,2360.021387,2361
utm_medium,0.002358308,2358.307723,2359
pleas,0.002348276,2348.276239,2349
take,0.002338759,2338.759355,2339
nhttp,0.002334173,2334.172959,2335
ctkjm,0.002330908,2330.90753,2331
nb'pl,0.002285902,2285.901531,2286
http,0.002266836,2266.835621,2267
nb'america,0.002252501,2252.500515,2253
thecollegefix,0.002248857,2248.857108,2249
#eileenskahil,0.002238943,2238.942766,2239
utm_sourc,0.002207549,2207.549004,2208
vnyi,0.00219762,2197.620481,2198
post,0.002185891,2185.890507,2186
settl,0.002184177,2184.177262,2185
enough,0.002182059,2182.058607,2183
#iowa,0.002177197,2177.197223,2178
#co2,0.002161667,2161.66667,2162
#gogreen,0.002154492,2154.491591,2155
dees,0.002151488,2151.488139,2152
billion,0.002139495,2139.494984,2140
word,0.002111653,2111.652835,2112
behind,0.002111239,2111.239048,2112
#pb,0.002105657,2105.65673,2106
thx,0.002090373,2090.372813,2091
bring,0.00208232,2082.319931,2083
food,0.002079423,2079.423056,2080
#laborday,0.002072949,2072.948907,2073
#humanistreport,0.002056292,2056.291793,2057
#obamacar,0.002018186,2018.186326,2019
pre,0.00201342,2013.419639,2014
ieuc,0.001999366,1999.36589,2000
nytim,0.001992937,1992.936885,1993
wuz,0.001991035,1991.035279,1992
nb'don,0.001976343,1976.343105,1977
know,0.001972831,1972.831096,1973
nhalf,0.001964845,1964.845068,1965
collegedem,0.001963942,1963.941864,1964
voter,0.001948777,1948.776662,1949
philsilverman,0.001937802,1937.801583,1938
#hillari,0.001935013,1935.013421,1936
non,0.001930333,1930.332879,1931
salvation---but,0.001925417,1925.417449,1926
wrekingballdud,0.001899229,1899.228579,1900
ian,0.001894303,1894.303079,1895
#arizona,0.001888665,1888.665209,1889
kqm,0.001886914,1886.91437,1887
nov,0.001877792,1877.792208,1878
ppl,0.001876108,1876.108387,1877
consum,0.001851553,1851.552688,1852
agreement,0.001844295,1844.294799,1845
knew,0.001834012,1834.011915,1835
discount,0.001830526,1830.526102,1831
nb'thank,0.00182766,1827.660061,1828
lrnr,0.001823023,1823.022998,1824
gbss,0.001808085,1808.08506,1809
hoax,0.001806741,1806.740724,1807
bhoi,0.001801141,1801.140673,1802
xne,0.001782914,1782.914291,1783
#join,0.00178162,1781.62015,1782
formal,0.001772804,1772.804106,1773
guvfnn,0.001756516,1756.515538,1757
stori,0.00175629,1756.290001,1757
johnpodesta,0.001753202,1753.201717,1754
#ifmenhadperiod,0.001746897,1746.896967,1747
jpwxchgm,0.001744447,1744.447206,1745
potu,0.001737142,1737.141564,1738
state-and-region,0.001733755,1733.755001,1734
#greenparti,0.001733013,1733.012644,1734
still,0.001730792,1730.791776,1731
greenpartyu,0.001727835,1727.835033,1728
#trump,0.001709372,1709.371637,1710
i-am-an-energy-voter_b,0.001688229,1688.229494,1689
myth,0.00168191,1681.909621,1682
#xijinp,0.001678012,1678.012106,1679
#yellowston,0.001666739,1666.739073,1667
#amalclooney,0.001636203,1636.203097,1637
eye,0.001633029,1633.028853,1634
#golddiggerhttp,0.001629861,1629.860926,1630
populist,0.00161593,1615.929605,1616
folk,0.001601647,1601.647379,1602
#trumppic,0.001588336,1588.335712,1589
radiocanadainfo,0.001582091,1582.090865,1583
choic,0.001550524,1550.524459,1551
#ohio,0.001549354,1549.353735,1550
zzvfovthp,0.001548058,1548.058187,1549
vote,0.001542024,1542.024331,1543
email,0.001531247,1531.247213,1532
#wendyhaggren,0.00151882,1518.82013,1519
#saveourplanet,0.001518078,1518.078359,1519
#cnnpic,0.001515529,1515.529163,1516
term,0.001487347,1487.346902,1488
#floridap,0.001482144,1482.144476,1483
one,0.001475149,1475.149485,1476
nb'glacier,0.001467176,1467.175503,1468
fuck,0.001457728,1457.728117,1458
hkipl-ksu,0.001449573,1449.572995,1450
fox,0.001448899,1448.898904,1449
#stienbaraka,0.00142391,1423.909664,1424
#petergleick,0.001412393,1412.392518,1413
ttm,0.001392862,1392.862429,1393
montana,0.001378593,1378.593045,1379
think,0.001366385,1366.385217,1367
side,0.00135456,1354.559523,1355
bbc,0.001352993,1352.993241,1353
video,0.001339045,1339.044832,1340
#what,0.001317085,1317.085405,1318
billingsgazett,0.001311729,1311.728614,1312
#new,0.001307164,1307.164004,1308
kvudnldua,0.001305848,1305.848423,1306
#georgeclooney,0.001295148,1295.148469,1296
lot,0.001290165,1290.164905,1291
stein,0.001286459,1286.458636,1287
usa,0.001285399,1285.398886,1286
eve,0.00127672,1276.719501,1277
frack,0.001271516,1271.51602,1272
#motherearthp,0.001260469,1260.469345,1261
grappl,0.001257402,1257.402011,1258
dim-wit,0.001256525,1256.524541,1257
lbmrba,0.001254769,1254.768582,1255
solar,0.001242218,1242.218313,1243
fruitetrang,0.001241753,1241.752816,1242
compani,0.001234669,1234.669103,1235
park,0.001221545,1221.544692,1222
darkpolitrick,0.001205484,1205.484482,1206
parler,0.001202837,1202.836604,1203
#votebluep,0.001179865,1179.865221,1180
ced,0.001173552,1173.551709,1174
paid,0.001149368,1149.367871,1150
proud,0.001147576,1147.57621,1148
disagre,0.001147488,1147.487919,1148
henc,0.001143208,1143.208375,1144
#panel,0.001128082,1128.081638,1129
mjeeq,0.00112398,1123.980252,1124
yet,0.001121782,1121.781649,1122
#itsinourhand,0.001112158,1112.157656,1113
bear,0.001103038,1103.037571,1104
#cnn,0.001095538,1095.53842,1096
everi,0.001092883,1092.882964,1093
brink,0.001070048,1070.047795,1071
fast,0.001069596,1069.595586,1070
nb'must,0.00106348,1063.480364,1064
#nohil,0.00106265,1062.649804,1063
allanmargolin,0.001059959,1059.958567,1060
eozo,0.001038461,1038.460812,1039
sagfooa,0.001037953,1037.952556,1038
oklahoma,0.001034767,1034.767117,1035
#newyorktim,0.001032556,1032.555842,1033
#fossilfuel,0.001027389,1027.388636,1028
org,0.001017865,1017.865191,1018
china,0.00100565,1005.649784,1006
support,0.000996976,996.9762311,997
urgenc,0.000983553,983.5532012,984
american,0.0009808,980.800181,981
social,0.000977572,977.5715057,978
#fracknohttp,0.000948032,948.0319964,949
yellowstone-grapples-with-unknowns-of-climate-chang,0.000946612,946.6116005,947
que,0.000935126,935.1264077,936
#ohiop,0.000934519,934.5192276,935
nto,0.000921229,921.2286363,922
worri,0.000914619,914.6188273,915
world-asia-china,0.000912843,912.8427471,913
smarter,0.0009106,910.5996967,911
produc,0.000903532,903.5318526,904
#wisdom,0.000895352,895.351534,896
deni,0.000893604,893.6035451,894
home,0.00088517,885.1699992,886
tackl,0.000877136,877.135794,878
agvta,0.000871172,871.1724248,872
#democrat,0.000859175,859.1750823,860
dump,0.000855893,855.8929785,856
#rebeccalaroch,0.000843785,843.7845082,844
ad,0.000832745,832.7454269,833
eleph,0.000816656,816.6562318,817
corrupt,0.000810247,810.2469181,811
duue,0.000794079,794.0786876,795
#globalist,0.000772265,772.2654921,773
#solar,0.000750927,750.9272282,751
unhumanright,0.000746434,746.4335634,747
#phonebank,0.000726922,726.9220474,727
step,0.00070273,702.7300228,703
nb'keep,0.000700971,700.9711375,701
rememb,0.00065945,659.449511,660
utm_campaign,0.000657787,657.7871837,658
real,0.000650388,650.3882184,651
scienc,0.000632309,632.3090768,633
pa,0.000619208,619.208435,620
obvious,0.000618458,618.4577371,619
refuge,0.000615857,615.8574255,616
read,0.000604073,604.0726257,605
nthe,0.000602395,602.3952542,603
#clintonfound,0.00059872,598.7203679,599
save,0.000586531,586.530753,587
nrespons,0.000575994,575.9942705,576
whitehous,0.000569905,569.9047239,570
live,0.000565475,565.4748756,566
fool,0.000562512,562.5122841,563
year,0.000552746,552.7457124,553
#cleanair,0.000550811,550.810824,551
talk,0.000490601,490.6008278,491
nb'new,0.000476334,476.3344539,477
modifion,0.000453144,453.1437412,454
pact,0.000451959,451.9593212,452
today,0.000420994,420.9941774,421
chqoujw,0.000410754,410.7538722,411
list,0.000410074,410.0736273,411
see,0.000398191,398.1908493,399
greenpeac,0.000397801,397.8005096,398
planet,0.000363539,363.5388128,364
these-are-the-facts-on-fossil-fuel-money-going-to-the-clinton-and-sanders-campaign,0.000361659,361.65895,362
deal,0.000349515,349.5150567,350
#monsanto,0.000347532,347.5320518,348
user-shar,0.000339194,339.1936156,340
#pollut,0.000326562,326.5623146,327
huffingtonpost,0.000279745,279.7448852,280
money,0.000277388,277.3877277,278
panel,0.000275659,275.6588909,276
extinct,0.000266379,266.3786742,267
sale,0.000263235,263.2345993,264
plut,0.000259987,259.98729,260
conservtvforum,0.000248042,248.0419767,249
messag,0.000246238,246.237921,247
#miamibeach,0.000241616,241.6155609,242
bit,0.000229829,229.829183,230
presid,0.000201725,201.7250251,202
#p2,0.000198581,198.5807358,199
meetthepress,0.000177966,177.9661875,178
thank,0.000170901,170.9013707,171
#hackinghillaryhttp,0.000168914,168.9141706,169
island,0.000166017,166.0168962,167
ngener,0.000157352,157.3520542,158
#nevertrump,0.000132093,132.0932571,133
garbag,0.000117911,117.9114936,118
must,0.000111465,111.4647802,112
believ,0.000107612,107.6118708,108
articl,0.000105423,105.4226684,106
bem,6.26E-05,62.62685456,63
#rainforest,2.96E-05,29.59793889,30
regul,2.85E-05,28.46441559,29
#energi,2.33E-05,23.3222331,24
narctic,1.81E-05,18.10410459,19
