u'donald' 0.152427840371
u'clinton' 0.0696839899244
u'election2016', 0.0595681197763
u'twitter', 0.0253588987358
u'statu', 0.0200704735947
u'pic', 0.0178533243491
u'elect', 0.0145504089655
u'usa', 0.00992865724592
u'www', 0.00872204830914
u'vote', 0.00796450928892
u'presid', 0.00614224926992
u'bit', 0.00525979930306
u'news', 0.00441054818499
u'obama', 0.00386047130153
u'iwillvot', 0.00331034429296
u'polit', 0.00326564405787
u'watch', 0.00314014377759
u'youtu', 0.00296869484455
u'diypotu', 0.00277394610084
u'new', 0.00248422938378
